city_development_index,experience,enrolled_university,relevent_experience,education_level,company_type,major_discipline,target
0.92,1,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.579,2,No enrollment,No relevent experience,High School,Other,Non Degree,1.0
0.91,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.804,10,Part time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,10,No enrollment,No relevent experience,Graduate,Other,Humanities,1.0
0.624,<1,Full time course,Has relevent experience,Masters,Other,STEM,0.0
0.92,>20,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,6,No enrollment,Has relevent experience,Other,Other,Non Degree,0.0
0.624,<1,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.516,13,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Masters,NGO,STEM,0.0
0.92,8,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.55,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.887,19,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.884,3,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,13,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,2,No enrollment,No relevent experience,Primary School,Pvt Ltd,Non Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.92,>20,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.767,7,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.804,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.698,2,Part time course,No relevent experience,High School,Early Stage Startup,Non Degree,0.0
0.913,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.91,1,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.91,<1,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,NGO,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.754,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,5,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.624,<1,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.893,9,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,4,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.7659999999999999,9,Part time course,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0
0.897,2,Part time course,No relevent experience,Graduate,Other,STEM,0.0
0.91,4,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0
0.92,15,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.624,<1,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.754,4,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.91,18,Other,Has relevent experience,Other,Other,Non Degree,1.0
0.91,2,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.915,3,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.804,7,No enrollment,No relevent experience,Masters,Pvt Ltd,Business Degree,0.0
0.939,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.923,19,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,<1,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,18,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,13,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.91,20,No enrollment,No relevent experience,Other,Other,Non Degree,0.0
0.926,12,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,4,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.8270000000000001,4,Full time course,Has relevent experience,Graduate,Other,STEM,0.0
0.624,3,Full time course,Has relevent experience,Graduate,Other,STEM,1.0
0.92,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.802,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,8,Part time course,Has relevent experience,High School,Public Sector,Non Degree,1.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,7,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.738,5,Full time course,No relevent experience,Graduate,Pvt Ltd,Other,0.0
0.92,>20,Other,Has relevent experience,Graduate,Other,STEM,0.0
0.926,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.55,<1,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.939,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.926,10,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0
0.6659999999999999,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.682,1,Full time course,No relevent experience,Graduate,Other,No Major,1.0
0.91,1,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.848,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.7659999999999999,3,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.893,5,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0
0.92,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,15,No enrollment,No relevent experience,Masters,Other,Other,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.939,6,No enrollment,Has relevent experience,Masters,NGO,STEM,0.0
0.624,2,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.804,9,Other,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,18,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.92,5,Full time course,No relevent experience,Graduate,NGO,Other,0.0
0.92,11,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Phd,Public Sector,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.913,>20,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.926,9,No enrollment,No relevent experience,Masters,NGO,STEM,0.0
0.92,3,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.698,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,7,Full time course,No relevent experience,Other,Pvt Ltd,Non Degree,0.0
0.92,15,Full time course,No relevent experience,Masters,Pvt Ltd,Other,0.0
0.92,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,2,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,16,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.91,5,No enrollment,Has relevent experience,Other,Other,Non Degree,0.0
0.92,4,No enrollment,No relevent experience,Graduate,NGO,STEM,0.0
0.624,4,Full time course,No relevent experience,Masters,Other,STEM,1.0
0.804,1,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.92,12,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.924,14,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.903,2,Full time course,No relevent experience,High School,Funded Startup,Non Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0
0.913,2,Full time course,No relevent experience,High School,Public Sector,Non Degree,1.0
0.624,<1,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.92,4,Full time course,No relevent experience,Masters,Other,STEM,1.0
0.624,3,No enrollment,Has relevent experience,Masters,Pvt Ltd,Other,1.0
0.843,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,11,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,0.0
0.698,14,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.647,11,Part time course,Has relevent experience,Masters,Other,STEM,0.0
0.924,6,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.926,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,15,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.698,5,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.926,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.923,2,Part time course,Has relevent experience,Masters,Pvt Ltd,Humanities,0.0
0.92,4,No enrollment,No relevent experience,Other,Other,Non Degree,0.0
0.754,>20,No enrollment,Has relevent experience,High School,Public Sector,Non Degree,0.0
0.624,13,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.92,9,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.884,9,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.897,9,No enrollment,Has relevent experience,Masters,Pvt Ltd,No Major,0.0
0.698,7,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.926,11,Part time course,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.897,10,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.754,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.89,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,4,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.843,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.795,4,Full time course,Has relevent experience,Primary School,Pvt Ltd,Non Degree,0.0
0.926,16,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,2,No enrollment,No relevent experience,Graduate,Public Sector,STEM,0.0
0.804,>20,No enrollment,Has relevent experience,Graduate,Other,Humanities,0.0
0.926,12,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.802,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.743,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.923,3,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.682,4,Other,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.624,4,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.878,9,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.924,12,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.624,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.7959999999999999,7,No enrollment,Has relevent experience,Primary School,Other,Non Degree,0.0
0.92,11,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.855,6,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.55,5,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,1.0
0.754,15,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.855,11,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.7879999999999999,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,5,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.895,9,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0
0.624,<1,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.698,4,Full time course,Has relevent experience,Masters,Other,STEM,1.0
0.698,5,Full time course,Has relevent experience,High School,Other,Non Degree,1.0
0.804,1,Full time course,Has relevent experience,Graduate,Pvt Ltd,Business Degree,1.0
0.899,12,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.8270000000000001,7,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.926,10,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.913,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,5,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.897,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.926,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,14,Full time course,No relevent experience,Masters,NGO,STEM,0.0
0.926,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.804,10,No enrollment,No relevent experience,Masters,Public Sector,Business Degree,0.0
0.624,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.698,7,Part time course,Has relevent experience,Masters,Other,STEM,1.0
0.903,1,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.743,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,1,No enrollment,Has relevent experience,Graduate,NGO,Business Degree,0.0
0.91,20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,4,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.698,5,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,16,Part time course,Has relevent experience,Graduate,NGO,STEM,0.0
0.624,4,Other,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,3,Other,No relevent experience,Other,Other,Non Degree,0.0
0.856,7,No enrollment,Has relevent experience,Masters,Pvt Ltd,Other,0.0
0.843,4,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.624,7,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.55,4,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.91,12,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.624,4,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.624,5,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.92,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.624,<1,Part time course,No relevent experience,High School,Other,Non Degree,0.0
0.923,10,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,6,Part time course,Has relevent experience,Graduate,NGO,STEM,0.0
0.893,15,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.895,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,1,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.624,6,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.804,4,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.92,5,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.624,6,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,9,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.624,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.55,2,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.804,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.804,17,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.802,6,Full time course,Has relevent experience,Graduate,Other,STEM,0.0
0.92,9,Full time course,Has relevent experience,Graduate,Other,STEM,0.0
0.6659999999999999,>20,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.754,5,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.754,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,<1,Part time course,No relevent experience,Graduate,Pvt Ltd,Other,1.0
0.884,>20,No enrollment,Has relevent experience,Phd,Other,STEM,0.0
0.92,1,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0
0.939,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,4,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.926,>20,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0
0.92,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,13,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0
0.83,11,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.698,2,Part time course,No relevent experience,Other,Other,Non Degree,1.0
0.624,2,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.926,15,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.923,5,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,5,No enrollment,Has relevent experience,High School,Other,Non Degree,1.0
0.855,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.899,4,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.924,3,Full time course,No relevent experience,Other,Other,Non Degree,0.0
0.624,8,Part time course,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.939,2,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.698,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.743,2,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.6890000000000001,1,Other,No relevent experience,Graduate,Other,STEM,1.0
0.624,6,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.698,8,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0
0.78,6,No enrollment,No relevent experience,Masters,Public Sector,Humanities,0.0
0.884,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,9,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.8270000000000001,18,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
